pdf contribution,dr,Ephi,tres,eX,eY,eZ,eT,eZenith,eAzimuth
2.6425, 62.3742, 1.09093, 12.9941, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.63423, 62.3742, 1.09093, 13.068, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.63314, 62.3742, 1.09093, 13.0782, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.60613, 62.3742, 1.09093, 13.3727, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.60292, 62.3742, 1.09093, 13.4144, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.59638, 62.3742, 1.09093, 13.5059, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.57308, 62.3742, 1.09093, 14.3238, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.6088, 62.3742, 1.09093, 15.1811, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.62959, 62.3742, 1.09093, 15.4579, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.64024, 62.3742, 1.09093, 15.5808, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.6709, 62.3742, 1.09093, 15.89, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.68033, 62.3742, 1.09093, 15.9755, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.76644, 62.3742, 1.09093, 16.6419, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.81661, 62.3742, 1.09093, 16.9774, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.82963, 62.3742, 1.09093, 17.0608, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.93066, 62.3742, 1.09093, 17.6696, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.02158, 62.3742, 1.09093, 18.1721, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.25888, 62.3742, 1.09093, 19.4041, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.43643, 62.3742, 1.09093, 20.2744, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.44538, 62.3742, 1.09093, 20.317, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.2948, 62.3742, 1.09093, 25.1024, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.34459, 62.3742, 1.09093, 25.4494, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.57432, 62.3742, 1.09093, 27.1943, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.22062, 62.3742, 1.09093, 34.1675, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.87246, 62.3742, 1.09093, 48.5798, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.90454, 62.3742, 1.09093, 49.5408, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.04648, 62.3742, 1.09093, 53.935, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.92909, 62.3742, 1.09093, 89.0782, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.97936, 62.3742, 1.09093, 91.6856, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.88073, 62.3742, 1.09093, 147.619, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
9.76736, 59.0715, 0.401272, -8.38506, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.36901, 59.0715, 0.401272, -5.01413, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.3201, 59.0715, 0.401272, -2.94722, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.13631, 59.0715, 0.401272, -2.71494, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.08044, 59.0715, 0.401272, -2.64254, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.98176, 59.0715, 0.401272, -2.51297, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.95573, 59.0715, 0.401272, -2.47846, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.82725, 59.0715, 0.401272, -2.30644, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.73963, 59.0715, 0.401272, -2.18778, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.72367, 59.0715, 0.401272, -2.16606, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.26685, 59.0715, 0.401272, -1.53385, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.8039, 59.0715, 0.401272, -0.842849, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.6296, 59.0715, 0.401272, -0.569922, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.56872, 59.0715, 0.401272, -0.471888, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.52641, 59.0715, 0.401272, -0.403006, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.51716, 59.0715, 0.401272, -0.387883, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.4087, 59.0715, 0.401272, -0.209348, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.34956, 59.0715, 0.401272, -0.111226, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.32906, 59.0715, 0.401272, -0.0770578, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.27116, 59.0715, 0.401272, 0.020151, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.20402, 59.0715, 0.401272, 0.134964, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.18982, 59.0715, 0.401272, 0.159632, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.10726, 59.0715, 0.401272, 0.306709, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.105, 59.0715, 0.401272, 0.310831, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.09575, 59.0715, 0.401272, 0.327759, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.97321, 59.0715, 0.401272, 0.555462, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.95958, 59.0715, 0.401272, 0.580347, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.95771, 59.0715, 0.401272, 0.583755, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.92149, 59.0715, 0.401272, 0.648688, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.86147, 59.0715, 0.401272, 0.753977, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.72195, 59.0715, 0.401272, 1.01642, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.64393, 59.0715, 0.401272, 1.18538, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.59976, 59.0715, 0.401272, 1.28534, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.55584, 59.0715, 0.401272, 1.38612, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.50019, 59.0715, 0.401272, 1.51537, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.48239, 59.0715, 0.401272, 1.55728, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.40159, 59.0715, 0.401272, 1.75463, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.36543, 59.0715, 0.401272, 1.84854, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.34091, 59.0715, 0.401272, 1.91496, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.25013, 59.0715, 0.401272, 2.1876, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.24311, 59.0715, 0.401272, 2.21092, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.19791, 59.0715, 0.401272, 2.37179, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.18216, 59.0715, 0.401272, 2.43319, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.13412, 59.0715, 0.401272, 2.64553, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.08768, 59.0715, 0.401272, 2.91605, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.08445, 59.0715, 0.401272, 2.93954, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.08436, 59.0715, 0.401272, 2.94022, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.06879, 59.0715, 0.401272, 3.07038, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.06679, 59.0715, 0.401272, 3.09, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.04722, 59.0715, 0.401272, 3.40756, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.04604, 59.0715, 0.401272, 3.50588, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.04701, 59.0715, 0.401272, 3.59864, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.05024, 59.0715, 0.401272, 3.69747, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.05064, 59.0715, 0.401272, 3.70655, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.05239, 59.0715, 0.401272, 3.74159, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.06409, 59.0715, 0.401272, 3.90444, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.06587, 59.0715, 0.401272, 3.92395, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.06695, 59.0715, 0.401272, 3.93534, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.0679, 59.0715, 0.401272, 3.94507, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.1005, 59.0715, 0.401272, 4.20496, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.16786, 59.0715, 0.401272, 4.56389, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.32058, 59.0715, 0.401272, 5.12565, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.4302, 59.0715, 0.401272, 5.45238, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.43888, 59.0715, 0.401272, 5.47685, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.53144, 59.0715, 0.401272, 5.72774, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.55213, 59.0715, 0.401272, 5.78147, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.56383, 59.0715, 0.401272, 5.81148, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.67053, 59.0715, 0.401272, 6.0734, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.84902, 59.0715, 0.401272, 6.47424, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.91751, 59.0715, 0.401272, 6.62178, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.9933, 59.0715, 0.401272, 6.7851, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.41949, 59.0715, 0.401272, 7.7522, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.66638, 59.0715, 0.401272, 8.3524, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.66969, 59.0715, 0.401272, 8.36108, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.67384, 59.0715, 0.401272, 8.37199, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.7939, 59.0715, 0.401272, 8.70609, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.62083, 59.0715, 0.401272, 12.4212, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.77824, 59.0715, 0.401272, 13.6544, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.05189, 59.0715, 0.401272, 16.1806, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.15493, 59.0715, 0.401272, 17.4088, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.2595, 59.0715, 0.401272, 18.5953, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.32682, 59.0715, 0.401272, 19.489, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.36374, 59.0715, 0.401272, 20.0129, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.55124, 59.0715, 0.401272, 22.7529, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.80131, 59.0715, 0.401272, 26.9385, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.89977, 59.0715, 0.401272, 28.7892, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.05709, 59.0715, 0.401272, 32.0257, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.48011, 59.0715, 0.401272, 42.7293, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.60964, 59.0715, 0.401272, 46.6284, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.3598, 59.0715, 0.401272, 74.8311, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.74949, 59.0715, 0.401272, 93.631, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.80836, 59.0715, 0.401272, 96.7294, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
8.08151, 59.0715, 0.401272, 111.946, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.0299, 89.9352, 0.475388, 5.35065, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.76792, 89.9352, 0.475388, 5.91408, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.65169, 89.9352, 0.475388, 6.22175, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.54513, 89.9352, 0.475388, 6.55624, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.36869, 89.9352, 0.475388, 7.35829, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.36616, 89.9352, 0.475388, 7.37512, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.35545, 89.9352, 0.475388, 7.44997, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.31639, 89.9352, 0.475388, 9.30359, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.38981, 89.9352, 0.475388, 9.77106, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.82072, 89.9352, 0.475388, 14.5175, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.71791, 89.9352, 0.475388, 38.4629, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.94056, 89.9352, 0.475388, 44.1898, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.01205, 89.9352, 0.475388, 46.1848, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.05593, 89.9352, 0.475388, 47.4435, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
8.64085, 89.9352, 0.475388, 180.308, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
9.69463, 89.9352, 0.475388, 261.76, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.47363, 132.993, 0.654059, 21.8739, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.93497, 92.2571, 2.33566, 71.2163, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.17893, 55.7698, 2.32777, 22.0301, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.13633, 55.7698, 2.32777, 31.7476, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.45454, 55.7698, 2.32777, 80.0796, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.6581, 55.7698, 2.32777, 89.0247, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.25507, 55.7698, 2.32777, 127.18, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
6.82506, 55.7698, 2.32777, 174.705, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.15672, 55.7698, 2.32777, 204.14, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.84785, 52.0496, 1.81758, 15.9024, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.17913, 52.0496, 1.81758, 19.3136, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.13616, 52.0496, 1.81758, 19.649, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.85343, 52.0496, 1.81758, 21.9501, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.59224, 52.0496, 1.81758, 25.9874, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.55781, 52.0496, 1.81758, 28.7663, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.56199, 52.0496, 1.81758, 29.3003, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.58161, 52.0496, 1.81758, 30.4736, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.6879, 52.0496, 1.81758, 33.503, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.78974, 52.0496, 1.81758, 35.4689, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.93366, 52.0496, 1.81758, 37.8065, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.02833, 52.0496, 1.81758, 39.213, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
4.73208, 52.0496, 1.81758, 49.2752, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.01419, 52.0496, 1.81758, 53.9567, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.36505, 52.0496, 1.81758, 61.0779, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
5.62724, 52.0496, 1.81758, 68.0392, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.75055, 52.0496, 1.81758, 214.318, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.32142, 85.4872, 1.41969, 23.389, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
7.14779, 85.4872, 1.41969, 154.795, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
2.76446, 133.93, 0.718147, 20.5709, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428
3.04818, 216.181, 0.606666, 28.1513, -475.123, -347.197, -170.989, 0, 2.10793, 6.06428